id,label,grounding,source,url,date,attack_tactics,attack_techniques,text
92,incident_case_study,representative,Huntress,https://www.huntress.com/blog,2025-04-01,"Initial Access,Persistence,Command and Control","T1133,T1547.001,T1219","Huntress reconstructs an intrusion across managed endpoints. The narrative follows the exposed-service foothold, run-key persistence, and the RMM-based C2, anchored to the EDR timeline."
93,incident_case_study,representative,Volexity,https://www.volexity.com/blog/,2025-07-19,"Initial Access,Collection,Exfiltration","T1190,T1114.002,T1041","Volexity reconstructs an espionage intrusion at a think tank. The post is a forensic timeline of the mail-server exploit, the mailbox collection, and the exfiltration, with the supporting evidence."
94,incident_case_study,representative,Cisco Talos,https://blog.talosintelligence.com/,2025-03-03,"Initial Access,Execution,Persistence","T1566.001,T1204.002,T1505.003","Talos IR reconstructs an intrusion from a malicious document. The narrative follows the user execution and the web-shell persistence, anchored to the IIS and Sysmon evidence from the hosts."
95,incident_case_study,representative,Microsoft Threat Intelligence,https://www.microsoft.com/en-us/security/blog/,2025-08-22,"Initial Access,Credential Access,Impact","T1566.004,T1556.006,T1486","DART reconstructs an identity-focused ransomware intrusion. The narrative follows the help-desk social engineering, the MFA manipulation, and the encryption event, scoped from sign-in logs."
96,incident_case_study,representative,Trustwave SpiderLabs,https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/,2025-05-02,"Initial Access,Execution,Exfiltration","T1190,T1059.001,T1567.002","Trustwave SpiderLabs reconstructs an intrusion from an exploited application. The narrative follows the scripted execution and the exfiltration to cloud storage, with the supporting timeline."
97,incident_case_study,representative,Bitdefender,https://www.bitdefender.com/en-us/blog/labs,2025-06-13,"Execution,Lateral Movement,Impact","T1059.001,T1021.002,T1486","Bitdefender Labs reconstructs a ransomware intrusion. The narrative follows the PowerShell, SMB movement, and the encryption event, anchored to the endpoint telemetry from the affected hosts."
98,incident_case_study,representative,DEVO / SOC,https://www.devo.com/blog/,2025-04-16,"Initial Access,Discovery,Lateral Movement","T1078,T1018,T1570","This SOC case study reconstructs a hands-on intrusion. The narrative follows valid-account access, host discovery, and lateral tool transfer, anchored to the SIEM timeline from the environment."
99,incident_case_study,representative,Trellix,https://www.trellix.com/blogs/research/,2025-07-25,"Initial Access,Defense Evasion,Impact","T1133,T1070.001,T1486","Trellix reconstructs a ransomware intrusion. The narrative follows the exposed-service foothold, the event-log clearing, and the encryption event, anchored to the recovered timeline."
100,incident_case_study,representative,Intrinsec,https://www.intrinsec.com/blog/,2025-05-30,"Initial Access,Command and Control,Impact","T1190,T1071.001,T1486","Intrinsec reconstructs a ransomware intrusion. The narrative follows the exploited appliance, the HTTPS C2, and the encryption event, with the host and network evidence behind each phase."
101,incident_case_study,representative,The DFIR Report,https://thedfirreport.com/reports/,2025-09-15,"Initial Access,Execution,Impact","T1190,T1059.003,T1486","An intrusion that began with exploitation of an exposed service. We narrate the batch-script execution, the discovery activity, and the operator's hands-on phase preceding ransomware, with the timeline."
102,incident_case_study,representative,Unit 42 (Palo Alto Networks),https://unit42.paloaltonetworks.com/,2025-08-28,"Initial Access,Command and Control,Impact","T1566.004,T1219,T1486","Unit 42 reconstructs a Muddled Libra engagement. The writeup follows the help-desk social-engineering foothold, the legitimate remote-access tooling used for C2, and the rapid path to encryption."
103,incident_case_study,representative,Mandiant (Google Cloud),https://cloud.google.com/blog/topics/threat-intelligence/m-trends-2026,2026-03-24,"Initial Access,Lateral Movement,Impact","T1078,T1021.001,T1486","An M-Trends frontline case where the actor handed off access rapidly. We reconstruct the valid-account foothold, RDP movement, and the encryption event from the victim's telemetry."
104,incident_case_study,representative,Sophos X-Ops,https://news.sophos.com/en-us/,2025-09-02,"Initial Access,Execution,Command and Control","T1566.002,T1059.001,T1219","Sophos reconstructs an intrusion from a phishing link. The narrative follows the PowerShell execution and the RMM-based C2, anchored to the EDR timeline from the affected hosts."
105,detection_engineering,representative,SOC Prime,https://socprime.com/blog/,2025-03-11,"Defense Evasion,Execution","T1218.011,T1059.001","This Sigma rule detects suspicious rundll32 execution patterns associated with malicious DLL loading. We cover the logsource, the selection logic, expected false positives from legitimate software, and the ATT&CK mapping to T1218.011."
106,detection_engineering,representative,Splunk Threat Research,https://www.splunk.com/en_us/blog/author/secmrkt-research.html,2025-04-08,"Credential Access","T1003.001","We share a detection for LSASS process access indicative of credential dumping. The post includes the SPL query, the Sysmon Event ID 10 data source, tuning guidance for benign access, and the mapping to T1003.001."
107,detection_engineering,representative,Elastic Security Labs,https://www.elastic.co/security-labs,2025-02-19,"Execution,Defense Evasion","T1059.001,T1027","This detection rule flags obfuscated PowerShell via script-block logging. We explain the EQL query, the high-entropy heuristics, false-positive considerations, and how it covers T1059.001 and T1027."
108,detection_engineering,representative,Red Canary,https://redcanary.com/blog/,2025-05-06,"Execution","T1059.003","We walk through building a detection analytic for suspicious cmd.exe child processes. The post details the behavioral logic, common benign parents that cause noise, and the ATT&CK technique it addresses."
109,detection_engineering,representative,Sigma HQ,https://sigmahq.io/,2025-06-12,"Persistence","T1547.001","A field guide to writing a battle-tested Sigma rule for Run-key persistence. We cover correct logsource selection, condition logic, the testing process against real telemetry, and the T1547.001 mapping."
110,detection_engineering,representative,Microsoft Threat Intelligence,https://www.microsoft.com/en-us/security/blog/,2025-03-26,"Credential Access","T1558.003","This post shares KQL hunting queries for Kerberoasting in Microsoft Sentinel. We explain the 4769 event selection, the encryption-type filter, tuning to cut false positives, and the mapping to T1558.003."
111,detection_engineering,representative,Datadog Security Labs,https://securitylabs.datadoghq.com/,2025-04-22,"Defense Evasion","T1562.001","We present a detection for EDR-tampering via vulnerable-driver loading. The post includes the detection logic, the driver-load data source, and known benign drivers that require allowlisting, mapped to T1562.001."
112,detection_engineering,representative,Securonix,https://www.securonix.com/blog/,2025-05-19,"Discovery","T1018","This analytic detects burst remote-host discovery from a single endpoint. We share the query, the threshold tuning, the false positives from vulnerability scanners, and the ATT&CK mapping to T1018."
113,detection_engineering,representative,Olaf Hartong (sysmon-modular),https://github.com/olafhartong/sysmon-modular,2025-02-13,"Command and Control","T1071.001","We extend a Sysmon configuration to better surface HTTP-based C2 beaconing. The post covers the network-connection filtering, the detection idea, and how the resulting telemetry maps to T1071.001."
114,detection_engineering,representative,SpecterOps,https://posts.specterops.io/,2025-06-25,"Credential Access","T1003.006","A detailed detection-engineering post on catching DCSync. We explain the directory-replication event selection, the legitimate replication accounts to allowlist, and the mapping to T1003.006."
115,detection_engineering,representative,Splunk Threat Research,https://www.splunk.com/en_us/blog/author/secmrkt-research.html,2025-03-04,"Impact","T1490","We share an analytic for shadow-copy deletion via vssadmin and wmic. The post includes the SPL, the command-line selection, false-positive notes, and the T1490 mapping."
116,detection_engineering,representative,SOC Prime,https://socprime.com/blog/,2025-07-09,"Lateral Movement","T1021.002","This Sigma rule detects suspicious admin-share access indicative of SMB lateral movement. We detail the logsource, the selection and filter logic, tuning, and the mapping to T1021.002."
117,detection_engineering,representative,Elastic Security Labs,https://www.elastic.co/security-labs,2025-04-30,"Defense Evasion","T1055","We publish a behavioral detection for process injection using ETW and call-stack telemetry. The post explains the rule, the noise from legitimate injectors, and the coverage of T1055."
118,detection_engineering,representative,Cisco Talos,https://blog.talosintelligence.com/,2025-05-13,"Execution","T1053.005","We share a detection for anomalous scheduled-task creation. The post covers the 4698 event logic, the filtering of software-deployment tools, and the ATT&CK mapping to T1053.005."
119,detection_engineering,representative,Sekoia,https://blog.sekoia.io/,2025-02-25,"Command and Control","T1219","This detection identifies unauthorized remote-monitoring software used for C2. We provide the process and network selection logic, the allowlisting approach, and the mapping to T1219."
120,detection_engineering,representative,Wiz,https://www.wiz.io/blog,2025-06-30,"Persistence","T1098.001","We present a cloud detection for suspicious IAM access-key creation. The post details the CloudTrail event logic, baseline tuning, and the mapping to T1098.001 for cloud persistence."
121,detection_engineering,representative,Datadog Security Labs,https://securitylabs.datadoghq.com/,2025-04-15,"Exfiltration","T1567.002","This analytic flags large outbound transfers to cloud-storage providers. We explain the detection logic, the volume thresholds, the false positives from backups, and the T1567.002 mapping."
122,detection_engineering,representative,Red Canary,https://redcanary.com/blog/,2025-03-19,"Defense Evasion","T1036.005","We share a behavioral detection for binaries masquerading as legitimate system processes from non-standard paths. The post covers the logic, tuning, and the mapping to T1036.005."
123,detection_engineering,representative,Microsoft Threat Intelligence,https://www.microsoft.com/en-us/security/blog/,2025-07-02,"Initial Access","T1566.001","This post provides KQL detections for phishing-attachment execution. We explain the email and endpoint joins, the false positives, and how the analytic maps to T1566.001."
124,detection_engineering,representative,Splunk Threat Research,https://www.splunk.com/en_us/blog/author/secmrkt-research.html,2025-05-21,"Discovery","T1482","We publish an analytic for domain-trust discovery via nltest. The post includes the SPL, the command-line selection, tuning notes, and the ATT&CK mapping to T1482."
125,detection_engineering,representative,SOC Prime,https://socprime.com/blog/,2025-02-27,"Defense Evasion","T1070.001","This Sigma rule detects Windows event-log clearing. We cover the 1102 selection, the rare legitimate cases, and the mapping to T1070.001 for indicator removal."
126,detection_engineering,representative,Elastic Security Labs,https://www.elastic.co/security-labs,2025-06-18,"Credential Access","T1555.003","We share a detection for browser-credential theft via access to login-data files. The post explains the file-access logic, the noisy benign processes, and the T1555.003 mapping."
127,detection_engineering,representative,SpecterOps,https://posts.specterops.io/,2025-04-23,"Lateral Movement","T1550.002","A detection-engineering deep dive on pass-the-hash. We explain the logon-type and authentication-package selection, the tuning required, and the mapping to T1550.002."
128,detection_engineering,representative,Sigma HQ,https://sigmahq.io/,2025-05-29,"Execution","T1059.001","A guide to authoring a robust Sigma rule for encoded PowerShell command lines. We cover the field selection, the base64 heuristics, the false positives, and the T1059.001 mapping."
129,detection_engineering,representative,Securonix,https://www.securonix.com/blog/,2025-03-16,"Command and Control","T1572","We present an analytic for detecting protocol tunneling over SSH from servers that should not initiate it. The post includes the logic, the allowlisting, and the T1572 mapping."
130,detection_engineering,representative,Cisco Talos,https://blog.talosintelligence.com/,2025-07-12,"Defense Evasion","T1112","We share a detection for security-relevant registry modifications. The post covers the registry-event selection, the GPO-driven false positives, and the ATT&CK mapping to T1112."
131,detection_engineering,representative,Sekoia,https://blog.sekoia.io/,2025-02-08,"Initial Access","T1190","This detection flags exploitation indicators on internet-facing applications. We explain the web-log selection logic, the tuning against scanners, and the mapping to T1190."
132,detection_engineering,representative,Datadog Security Labs,https://securitylabs.datadoghq.com/,2025-06-22,"Privilege Escalation","T1548.003","We publish a detection for sudo abuse leading to privilege escalation on Linux hosts. The post includes the auditd logic, the false positives, and the T1548.003 mapping."
133,detection_engineering,representative,Red Canary,https://redcanary.com/blog/,2025-04-10,"Execution","T1204.002","We share an analytic for malicious-document child processes spawning script interpreters. The post covers the parent-child logic, tuning, and the mapping to T1204.002."
134,detection_engineering,representative,Microsoft Threat Intelligence,https://www.microsoft.com/en-us/security/blog/,2025-05-15,"Lateral Movement","T1021.006","This post provides Sentinel detections for WinRM-based lateral movement. We explain the event selection, the admin-tooling false positives, and the T1021.006 mapping."
135,detection_engineering,representative,Splunk Threat Research,https://www.splunk.com/en_us/blog/author/secmrkt-research.html,2025-02-26,"Collection","T1560.001","We publish an analytic for suspicious rar/7z archiving of large data sets. The post includes the command-line logic, the tuning, and the ATT&CK mapping to T1560.001."
136,detection_engineering,representative,SOC Prime,https://socprime.com/blog/,2025-07-04,"Persistence","T1543.003","This Sigma rule detects malicious Windows service creation. We cover the 7045 selection, the software-deployment false positives, and the mapping to T1543.003."
137,detection_engineering,representative,Elastic Security Labs,https://www.elastic.co/security-labs,2025-03-28,"Defense Evasion","T1218.005","We present a detection for mshta.exe executing remote scripts. The post explains the command-line and network logic, the tuning, and the coverage of T1218.005."
138,detection_engineering,representative,SpecterOps,https://posts.specterops.io/,2025-06-05,"Credential Access","T1003.002","A detection-engineering post on catching SAM-hive access for credential theft. We explain the file and registry logic, the backup false positives, and the T1003.002 mapping."
139,detection_engineering,representative,Securonix,https://www.securonix.com/blog/,2025-04-17,"Discovery","T1087.002","We share an analytic for domain-account enumeration via net and PowerShell. The post includes the selection logic, the admin false positives, and the mapping to T1087.002."
140,detection_engineering,representative,Cisco Talos,https://blog.talosintelligence.com/,2025-05-23,"Command and Control","T1105","We publish a detection for ingress tool transfer via certutil and bitsadmin. The post covers the command-line logic, tuning, and the ATT&CK mapping to T1105."
141,detection_engineering,representative,Sekoia,https://blog.sekoia.io/,2025-02-11,"Impact","T1486","This detection flags rapid mass file modification consistent with ransomware encryption. We explain the file-event volume logic, the tuning, and the mapping to T1486."
142,detection_engineering,representative,Datadog Security Labs,https://securitylabs.datadoghq.com/,2025-06-27,"Defense Evasion","T1562.008","We present a cloud analytic for disabling or deleting CloudTrail logging. The post details the API-call selection, the legitimate-change false positives, and the T1562.008 mapping."
143,detection_engineering,representative,Red Canary,https://redcanary.com/blog/,2025-03-31,"Execution","T1569.002","We share a detection for PsExec-style service execution. The post covers the service-creation and named-pipe logic, the admin false positives, and the mapping to T1569.002."
144,detection_engineering,representative,Microsoft Threat Intelligence,https://www.microsoft.com/en-us/security/blog/,2025-07-17,"Credential Access","T1556.006","This post provides detections for MFA-manipulation and authentication tampering in Entra ID. We explain the audit-log selection, tuning, and the mapping to T1556.006."
145,detection_engineering,representative,Splunk Threat Research,https://www.splunk.com/en_us/blog/author/secmrkt-research.html,2025-04-29,"Initial Access","T1133","We publish an analytic for anomalous external remote-service logons. The post includes the VPN-log logic, the geo and impossible-travel tuning, and the mapping to T1133."
146,detection_engineering,representative,SOC Prime,https://socprime.com/blog/,2025-05-07,"Defense Evasion","T1140","This Sigma rule detects deobfuscation utilities decoding payloads at runtime. We cover the command-line selection, the false positives, and the ATT&CK mapping to T1140."
147,detection_engineering,representative,Elastic Security Labs,https://www.elastic.co/security-labs,2025-02-20,"Lateral Movement","T1570","We present a detection for lateral tool transfer over SMB. The post explains the file-write logic on admin shares, the tuning, and the coverage of T1570."
148,detection_engineering,representative,Sigma HQ,https://sigmahq.io/,2025-06-08,"Discovery","T1046","A guide to writing a Sigma rule for internal network-service scanning. We cover the network-connection logic, the scanner false positives, and the T1046 mapping."
149,detection_engineering,representative,Securonix,https://www.securonix.com/blog/,2025-03-23,"Persistence","T1136.001","We share an analytic for suspicious local-account creation. The post includes the 4720 selection, the IT-provisioning false positives, and the mapping to T1136.001."
150,detection_engineering,representative,Cisco Talos,https://blog.talosintelligence.com/,2025-07-26,"Exfiltration","T1048.003","We publish a detection for unencrypted exfiltration over non-standard protocols. The post covers the network logic, the tuning, and the ATT&CK mapping to T1048.003."
151,detection_engineering,representative,Sekoia,https://blog.sekoia.io/,2025-05-31,"Privilege Escalation","T1134.001","This detection flags token-impersonation activity used for privilege escalation. We explain the API and handle logic, the false positives, and the mapping to T1134.001."
152,detection_engineering,representative,Datadog Security Labs,https://securitylabs.datadoghq.com/,2025-04-06,"Command and Control","T1090.003","We present an analytic for traffic routed through anonymizing proxy networks. The post details the network selection, the tuning, and the mapping to T1090.003."
153,detection_engineering,representative,Red Canary,https://redcanary.com/blog/,2025-06-14,"Defense Evasion","T1562.004","We share a detection for host-firewall modification that disables protections. The post covers the command-line and API logic, the admin false positives, and the T1562.004 mapping."
154,detection_engineering,representative,Microsoft Threat Intelligence,https://www.microsoft.com/en-us/security/blog/,2025-03-15,"Collection","T1114.002","This post provides Sentinel detections for suspicious mailbox collection and forwarding rules. We explain the audit-log selection, tuning, and the mapping to T1114.002."
155,detection_engineering,representative,Splunk Threat Research,https://www.splunk.com/en_us/blog/author/secmrkt-research.html,2025-07-31,"Impact","T1489","We publish an analytic for malicious service and process termination targeting backups and AV. The post includes the SPL, the tuning, and the ATT&CK mapping to T1489."
156,detection_engineering,representative,SOC Prime,https://socprime.com/blog/,2025-05-28,"Execution","T1047","This Sigma rule detects suspicious WMI command execution. We cover the logsource, the selection logic, the management-tool false positives, and the mapping to T1047."
157,detection_engineering,representative,Florian Roth (Nextron),https://www.nextron-systems.com/blog/,2025-02-04,"Defense Evasion","T1027.002","We share a YARA and Sigma detection pair for packed and obfuscated payloads. The post covers the heuristics, the false positives from legitimate packers, and the mapping to T1027.002."
158,detection_engineering,representative,Anvilogic,https://www.anvilogic.com/learn,2025-06-19,"Lateral Movement","T1021.001","We present a detection for anomalous RDP logons indicative of lateral movement. The post details the logon-event logic, the impossible-travel tuning, and the ATT&CK mapping to T1021.001."
159,detection_engineering,representative,Panther,https://panther.com/blog,2025-04-12,"Persistence","T1098.001","We share a detection-as-code rule for cloud access-key creation outside change windows. The post covers the log logic, the baseline tuning, and the mapping to T1098.001."
160,detection_engineering,representative,Corelight,https://corelight.com/blog,2025-05-09,"Command and Control","T1071.004","We present a network detection for DNS tunneling using Zeek logs. The post details the query-length and entropy logic, the false positives, and the mapping to T1071.004."
161,detection_engineering,representative,Sumo Logic,https://www.sumologic.com/blog/,2025-03-21,"Exfiltration","T1041","We share an analytic for exfiltration over the C2 channel using flow and proxy logs. The post covers the volume and beacon logic, the tuning, and the ATT&CK mapping to T1041."
162,detection_engineering,representative,LimaCharlie,https://limacharlie.io/blog,2025-07-08,"Execution","T1059.001","We present a detection-and-response rule for suspicious PowerShell spawned by Office. The post covers the parent-child logic, the tuning, and the mapping to T1059.001."
163,detection_engineering,representative,CrowdStrike,https://www.crowdstrike.com/blog/,2025-02-28,"Credential Access","T1003.001","We share a behavioral detection for LSASS credential access. The post explains the handle-access logic, the benign-access tuning, and the ATT&CK mapping to T1003.001."
164,detection_engineering,representative,Huntress,https://www.huntress.com/blog,2025-06-02,"Defense Evasion","T1562.001","We present a detection for EDR-tampering attempts on managed endpoints. The post covers the process and driver logic, the allowlisting, and the mapping to T1562.001."
165,detection_engineering,representative,Chronicle (Google SecOps),https://cloud.google.com/blog/products/identity-security,2025-04-25,"Discovery","T1087.001","We share a YARA-L detection for local-account enumeration. The post details the command-line logic, the admin false positives, and the ATT&CK mapping to T1087.001."
166,detection_engineering,representative,Sentinel (Microsoft),https://techcommunity.microsoft.com/category/microsoftsentinel/blog,2025-05-17,"Persistence","T1546.003","We share a KQL detection for WMI event-subscription persistence. The post covers the event logic, the false positives, and the mapping to T1546.003."
167,detection_engineering,representative,Elastic Security Labs,https://www.elastic.co/security-labs,2025-03-07,"Defense Evasion","T1140","We present a detection for runtime payload decoding using process and command-line telemetry. The post explains the logic, the tuning, and the coverage of T1140."
168,detection_engineering,representative,SpecterOps,https://posts.specterops.io/,2025-06-29,"Credential Access","T1558.003","A detection-engineering deep dive on Kerberoasting beyond the basics. We explain the service-ticket logic, the encryption-downgrade signals, the tuning, and the T1558.003 mapping."
169,detection_engineering,representative,Securonix,https://www.securonix.com/blog/,2025-04-19,"Lateral Movement","T1021.002","We share an analytic for admin-share-based lateral movement. The post includes the file and logon logic, the admin-tooling false positives, and the mapping to T1021.002."
170,detection_engineering,representative,Cisco Talos,https://blog.talosintelligence.com/,2025-05-25,"Execution","T1059.005","We publish a detection for malicious VBScript execution. The post covers the command-line and script-host logic, the tuning, and the ATT&CK mapping to T1059.005."
171,detection_engineering,representative,Sekoia,https://blog.sekoia.io/,2025-02-13,"Command and Control","T1571","This detection flags C2 over non-standard ports. We explain the network-flow logic, the false positives from custom services, and the mapping to T1571."
172,detection_engineering,representative,Datadog Security Labs,https://securitylabs.datadoghq.com/,2025-06-23,"Privilege Escalation","T1078.004","We present a cloud analytic for anomalous use of privileged cloud roles. The post details the assume-role logic, the baseline tuning, and the mapping to T1078.004."
173,detection_engineering,representative,Red Canary,https://redcanary.com/blog/,2025-03-12,"Defense Evasion","T1218.010","We share a detection for regsvr32 executing remote scriptlets. The post covers the command-line and network logic, the tuning, and the mapping to T1218.010."
174,detection_engineering,representative,Microsoft Threat Intelligence,https://www.microsoft.com/en-us/security/blog/,2025-07-18,"Initial Access","T1199","This post provides detections for trusted-relationship abuse via connected tenants. We explain the audit-log logic, the tuning, and the mapping to T1199."
175,detection_engineering,representative,Splunk Threat Research,https://www.splunk.com/en_us/blog/author/secmrkt-research.html,2025-04-30,"Discovery","T1016","We publish an analytic for system network-configuration discovery via ipconfig and route. The post includes the SPL, the tuning, and the ATT&CK mapping to T1016."
176,detection_engineering,representative,SOC Prime,https://socprime.com/blog/,2025-05-08,"Persistence","T1547.001","This Sigma rule detects suspicious registry Run-key modifications. We cover the registry-event selection, the software false positives, and the mapping to T1547.001."
177,detection_engineering,representative,AttackIQ,https://www.attackiq.com/blog/,2025-02-21,"Impact","T1486","We share a detection for ransomware encryption behavior derived from emulation telemetry. The post covers the file-event logic, the tuning, and the ATT&CK mapping to T1486."
178,detection_engineering,representative,Elastic Security Labs,https://www.elastic.co/security-labs,2025-06-16,"Execution","T1053.005","We present a detection for scheduled-task creation via schtasks. The post explains the event logic, the deployment-tool false positives, and the coverage of T1053.005."
179,detection_engineering,representative,Sigma HQ,https://sigmahq.io/,2025-03-30,"Defense Evasion","T1070.004","A guide to writing a Sigma rule for file deletion used to cover tracks. We cover the command-line logic, the false positives, and the T1070.004 mapping."
180,detection_engineering,representative,Securonix,https://www.securonix.com/blog/,2025-07-14,"Credential Access","T1110.003","We share an analytic for password spraying against internet-facing services. The post includes the failed-logon logic, the tuning, and the mapping to T1110.003."
181,detection_engineering,representative,Wiz,https://www.wiz.io/blog,2025-05-02,"Discovery","T1580","We present a cloud detection for infrastructure enumeration via describe API calls. The post details the log logic, the baseline tuning, and the mapping to T1580."
182,detection_engineering,representative,Corelight,https://corelight.com/blog,2025-04-09,"Lateral Movement","T1021.001","We share a network detection for anomalous internal RDP sessions using Zeek. The post covers the flow logic, the false positives, and the mapping to T1021.001."
183,detection_engineering,representative,LimaCharlie,https://limacharlie.io/blog,2025-06-11,"Persistence","T1543.003","We present a D&R rule for malicious service installation. The post covers the service-creation logic, the deployment-tool tuning, and the mapping to T1543.003."
184,detection_engineering,representative,CrowdStrike,https://www.crowdstrike.com/blog/,2025-03-05,"Command and Control","T1219","We share a behavioral detection for unauthorized remote-monitoring tools. The post explains the process and network logic, the allowlisting, and the ATT&CK mapping to T1219."
185,detection_engineering,representative,Chronicle (Google SecOps),https://cloud.google.com/blog/products/identity-security,2025-07-21,"Defense Evasion","T1070.001","We share a YARA-L detection for Windows event-log clearing. The post details the event logic, the rare legitimate cases, and the mapping to T1070.001."
186,detection_engineering,representative,Anvilogic,https://www.anvilogic.com/learn,2025-05-26,"Execution","T1047","We present a detection for remote WMI process creation. The post covers the event logic, the management-tool false positives, and the mapping to T1047."
187,detection_engineering,representative,Panther,https://panther.com/blog,2025-04-14,"Defense Evasion","T1562.008","We share a detection-as-code rule for disabling cloud logging. The post covers the API-call logic, the change-window tuning, and the mapping to T1562.008."
188,detection_engineering,representative,Sumo Logic,https://www.sumologic.com/blog/,2025-06-04,"Discovery","T1046","We share an analytic for internal network scanning using flow logs. The post covers the connection-fanout logic, the scanner false positives, and the mapping to T1046."
189,detection_engineering,representative,Trellix,https://www.trellix.com/blogs/research/,2025-03-18,"Credential Access","T1003.003","We present a detection for NTDS.dit extraction. The post explains the ntdsutil and volume-shadow logic, the backup false positives, and the mapping to T1003.003."
190,detection_engineering,representative,Sekoia,https://blog.sekoia.io/,2025-07-30,"Collection","T1560.001","This detection flags suspicious archiving prior to exfiltration. We explain the command-line logic, the tuning, and the mapping to T1560.001."
191,detection_engineering,representative,Datadog Security Labs,https://securitylabs.datadoghq.com/,2025-05-12,"Exfiltration","T1567.002","We present a cloud analytic for exfiltration to external object storage. The post details the egress logic, the backup false positives, and the mapping to T1567.002."
192,detection_engineering,representative,Microsoft Threat Intelligence,https://www.microsoft.com/en-us/security/blog/,2025-02-17,"Lateral Movement","T1550.002","This post provides Sentinel detections for pass-the-hash. We explain the logon-type selection, the tuning, and the mapping to T1550.002."
193,detection_engineering,representative,Red Canary,https://redcanary.com/blog/,2025-06-26,"Discovery","T1057","We share an analytic for suspicious process discovery via tasklist and PowerShell. The post covers the logic, the admin false positives, and the mapping to T1057."
194,detection_engineering,representative,Splunk Threat Research,https://www.splunk.com/en_us/blog/author/secmrkt-research.html,2025-04-03,"Defense Evasion","T1218.011","We publish an analytic for rundll32 abuse. The post includes the command-line logic, the benign-DLL tuning, and the ATT&CK mapping to T1218.011."
195,detection_engineering,representative,SOC Prime,https://socprime.com/blog/,2025-05-20,"Initial Access","T1190","This Sigma rule detects exploitation attempts against public-facing applications. We cover the web-log selection, the scanner tuning, and the mapping to T1190."
196,detection_engineering,representative,Elastic Security Labs,https://www.elastic.co/security-labs,2025-03-10,"Privilege Escalation","T1068","We present a detection for exploitation-driven privilege escalation. The post explains the process-lineage logic, the false positives, and the coverage of T1068."
197,detection_engineering,representative,Securonix,https://www.securonix.com/blog/,2025-07-23,"Command and Control","T1105","We share an analytic for ingress tool transfer using LOLBins. The post includes the command-line logic, the tuning, and the mapping to T1105."
198,detection_engineering,representative,Cisco Talos,https://blog.talosintelligence.com/,2025-04-27,"Persistence","T1136.001","We publish a detection for suspicious local-account creation. The post covers the 4720 logic, the IT-provisioning false positives, and the ATT&CK mapping to T1136.001."
199,detection_engineering,representative,Florian Roth (Nextron),https://www.nextron-systems.com/blog/,2025-06-09,"Defense Evasion","T1036.005","We share a Sigma rule for binaries masquerading in non-standard paths. The post covers the path and name logic, the tuning, and the mapping to T1036.005."
200,detection_engineering,representative,Corelight,https://corelight.com/blog,2025-05-15,"Exfiltration","T1048","We present a network detection for exfiltration over alternative protocols. The post details the flow logic, the tuning, and the mapping to T1048."
201,detection_engineering,representative,Sentinel (Microsoft),https://techcommunity.microsoft.com/category/microsoftsentinel/blog,2025-03-22,"Credential Access","T1555.003","We share a KQL detection for browser-credential store access. The post covers the file-access logic, the noisy benign processes, and the mapping to T1555.003."
202,detection_engineering,representative,Datadog Security Labs,https://securitylabs.datadoghq.com/,2025-07-01,"Execution","T1059.004","We present a detection for malicious bash and shell execution on Linux. The post details the command-line logic, the tuning, and the mapping to T1059.004."
203,detection_engineering,representative,SpecterOps,https://posts.specterops.io/,2025-02-12,"Lateral Movement","T1021.006","A detection-engineering deep dive on WinRM lateral movement. We explain the WSMan event logic, the admin-tooling tuning, and the mapping to T1021.006."
204,detection_engineering,representative,Anvilogic,https://www.anvilogic.com/learn,2025-06-20,"Impact","T1490","We present a detection for inhibit-system-recovery commands. The post covers the vssadmin and bcdedit logic, the tuning, and the mapping to T1490."
205,detection_engineering,representative,Huntress,https://www.huntress.com/blog,2025-04-21,"Execution","T1204.002","We share a detection for user execution of malicious attachments. The post covers the parent-child logic, the tuning, and the mapping to T1204.002."
206,detection_engineering,representative,Splunk Threat Research,https://www.splunk.com/en_us/blog/author/secmrkt-research.html,2025-09-09,"Defense Evasion","T1112","We publish an analytic for security-relevant registry modification. The post includes the registry logic, the GPO false positives, and the ATT&CK mapping to T1112."
207,detection_engineering,representative,SOC Prime,https://socprime.com/blog/,2025-08-14,"Command and Control","T1572","This Sigma rule detects protocol tunneling. We cover the network and process logic, the allowlisting, and the mapping to T1572."
208,threat_actor_profile,representative,Mandiant (Google Cloud),https://cloud.google.com/blog/topics/threat-intelligence/,2025-06-04,"Initial Access,Command and Control,Impact","T1566.004,T1219,T1486","This profile of UNC3944 (Scattered Spider) summarizes the group's tradecraft across 2025: vishing of help desks, SIM swapping, abuse of legitimate remote tooling, and rapid pivots to ransomware. We map their consistently observed techniques to ATT&CK."
209,threat_actor_profile,representative,CISA,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,2025-07-29,"Initial Access,Persistence,Impact","T1566,T1136,T1486","This joint advisory documents updated Scattered Spider TTPs identified in 2025, including more sophisticated social engineering and additional ransomware variants. We catalog the group's behaviors and provide ATT&CK mappings for defenders."
